size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
1B,zh-cn,BC,AB_BA,1.0,0.5,392,
1B,zh-cn,BC,AB_BA,1.1,0.0999999999999999,330,
1B,zh-cn,BC,AB_BA,1.1,0.1999999999999999,381,
1B,zh-cn,BC,AB_BA,1.1,0.3,392,
1B,zh-cn,BC,AB_BA,1.1,0.4,394,
1B,zh-cn,BC,AB_BA,1.1,0.5,393,
1B,zh-cn,CA,AB_BA,0.3,0.3,230,
1B,zh-cn,CA,AB_BA,0.3,0.6,250,
1B,zh-cn,CA,AB_BA,0.3,0.8999999999999999,250,
1B,zh-cn,CA,AB_BA,0.3,1.2,229,
1B,zh-cn,CA,AB_BA,0.3,1.5,213,
1B,zh-cn,CA,AB_BA,0.3,1.8,177,
1B,zh-cn,CA,AB_BA,0.6,0.3,281,
1B,zh-cn,CA,AB_BA,0.6,0.6,295,
1B,zh-cn,CA,AB_BA,0.6,0.8999999999999999,259,
1B,zh-cn,CA,AB_BA,0.6,1.2,232,
1B,zh-cn,CA,AB_BA,0.6,1.5,209,
1B,zh-cn,CA,AB_BA,0.6,1.8,171,
1B,zh-cn,CA,AB_BA,0.8999999999999999,0.3,284,
1B,zh-cn,CA,AB_BA,0.8999999999999999,0.6,317,
1B,zh-cn,CA,AB_BA,0.8999999999999999,0.8999999999999999,310,
1B,zh-cn,CA,AB_BA,0.8999999999999999,1.2,207,
1B,zh-cn,CA,AB_BA,0.8999999999999999,1.5,169,
1B,zh-cn,CA,AB_BA,0.8999999999999999,1.8,141,
1B,zh-cn,CA,AB_BA,1.2,0.3,285,
1B,zh-cn,CA,AB_BA,1.2,0.6,321,315.0
1B,zh-cn,CA,AB_BA,1.2,0.8999999999999999,312,
1B,zh-cn,CA,AB_BA,1.2,1.2,251,
1B,zh-cn,CA,AB_BA,1.2,1.5,100,
1B,zh-cn,CA,AB_BA,1.2,1.8,106,
1B,zh-cn,CA,AB_BA,1.5,0.3,276,
1B,zh-cn,CA,AB_BA,1.5,0.6,315,
1B,zh-cn,CA,AB_BA,1.5,0.8999999999999999,309,
1B,zh-cn,CA,AB_BA,1.5,1.2,272,
1B,zh-cn,CA,AB_BA,1.5,1.5,146,
1B,zh-cn,CA,AB_BA,1.5,1.8,85,
1B,zh-cn,CA,AB_BA,1.8,0.3,251,
1B,zh-cn,CA,AB_BA,1.8,0.6,313,
1B,zh-cn,CA,AB_BA,1.8,0.8999999999999999,309,
1B,zh-cn,CA,AB_BA,1.8,1.2,266,
1B,zh-cn,CA,AB_BA,1.8,1.5,198,
1B,zh-cn,CA,AB_BA,1.8,1.8,138,
1B,zh-cn,CA,AB_BA,2.1,0.3,231,
1B,zh-cn,CA,AB_BA,2.1,0.6,291,
1B,zh-cn,CA,AB_BA,2.1,0.8999999999999999,294,
1B,zh-cn,CA,AB_BA,2.1,1.2,260,
1B,zh-cn,CA,AB_BA,2.1,1.5,200,
1B,zh-cn,CA,AB_BA,2.1,1.8,193,
1B,zh-cn,CA,AB_BA,2.4,0.3,202,
1B,zh-cn,CA,AB_BA,2.4,0.6,263,
1B,zh-cn,CA,AB_BA,2.4,0.8999999999999999,277,
1B,zh-cn,CA,AB_BA,2.4,1.2,245,
1B,zh-cn,CA,AB_BA,2.4,1.5,191,
1B,zh-cn,CA,AB_BA,2.4,1.8,202,
1B,zh-cn,CA,AB_BA,2.7,0.3,180,
1B,zh-cn,CA,AB_BA,2.7,0.6,228,
1B,zh-cn,CA,AB_BA,2.7,0.8999999999999999,239,
1B,zh-cn,CA,AB_BA,2.7,1.2,208,
1B,zh-cn,CA,AB_BA,2.7,1.5,159,
1B,zh-cn,CA,AB_BA,2.7,1.8,182,
1B,zh-cn,CA,AB_BA,3.0,0.3,169,
1B,zh-cn,CA,AB_BA,3.0,0.6,192,
1B,zh-cn,CA,AB_BA,3.0,0.8999999999999999,201,
1B,zh-cn,CA,AB_BA,3.0,1.2,161,
1B,zh-cn,CA,AB_BA,3.0,1.5,131,
1B,zh-cn,CA,AB_BA,3.0,1.8,162,
1B,zh-cn,CA,AB_BA,1.0,0.3999999999999999,312,
1B,zh-cn,CA,AB_BA,1.0,0.5,316,
1B,zh-cn,CA,AB_BA,1.0,0.6000000000000001,317,
1B,zh-cn,CA,AB_BA,1.0,0.7000000000000001,315,
1B,zh-cn,CA,AB_BA,1.0,0.8,314,
1B,zh-cn,CA,AB_BA,1.1,0.3999999999999999,304,
1B,zh-cn,CA,AB_BA,1.1,0.5,318,
1B,zh-cn,CA,AB_BA,1.1,0.6000000000000001,321,
1B,zh-cn,CA,AB_BA,1.1,0.7000000000000001,318,
1B,zh-cn,CA,AB_BA,1.1,0.8,315,
1B,zh-cn,CA,AB_BA,1.2000000000000002,0.3999999999999999,300,
1B,zh-cn,CA,AB_BA,1.2000000000000002,0.5,316,
1B,zh-cn,CA,AB_BA,1.2000000000000002,0.7000000000000001,317,
1B,zh-cn,CA,AB_BA,1.2000000000000002,0.8,313,
1B,zh-cn,CA,AB_BA,1.3000000000000005,0.3999999999999999,295,
1B,zh-cn,CA,AB_BA,1.3000000000000005,0.5,311,
1B,zh-cn,CA,AB_BA,1.3000000000000005,0.6000000000000001,320,
1B,zh-cn,CA,AB_BA,1.3000000000000005,0.7000000000000001,319,
1B,zh-cn,CA,AB_BA,1.3000000000000005,0.8,312,
1B,zh-cn,CA,AB_BA,1.4000000000000004,0.3999999999999999,293,
1B,zh-cn,CA,AB_BA,1.4000000000000004,0.5,313,
1B,zh-cn,CA,AB_BA,1.4000000000000004,0.6000000000000001,315,
1B,zh-cn,CA,AB_BA,1.4000000000000004,0.7000000000000001,317,
1B,zh-cn,CA,AB_BA,1.4000000000000004,0.8,312,
1B,zh-cn,CA,BC_CB,0.3,0.3,258,
1B,zh-cn,CA,BC_CB,0.3,0.6,281,
1B,zh-cn,CA,BC_CB,0.3,0.8999999999999999,314,
1B,zh-cn,CA,BC_CB,0.3,1.2,297,
1B,zh-cn,CA,BC_CB,0.3,1.5,233,
1B,zh-cn,CA,BC_CB,0.3,1.8,205,
1B,zh-cn,CA,BC_CB,0.6,0.3,272,
1B,zh-cn,CA,BC_CB,0.6,0.6,312,
1B,zh-cn,CA,BC_CB,0.6,0.8999999999999999,296,
1B,zh-cn,CA,BC_CB,0.6,1.2,302,
1B,zh-cn,CA,BC_CB,0.6,1.5,279,
1B,zh-cn,CA,BC_CB,0.6,1.8,208,
1B,zh-cn,CA,BC_CB,0.8999999999999999,0.3,268,
1B,zh-cn,CA,BC_CB,0.8999999999999999,0.6,302,
1B,zh-cn,CA,BC_CB,0.8999999999999999,0.8999999999999999,323,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.2,332,328.0
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.5,303,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.8,232,
1B,zh-cn,CA,BC_CB,1.2,0.3,258,
1B,zh-cn,CA,BC_CB,1.2,0.6,302,
1B,zh-cn,CA,BC_CB,1.2,0.8999999999999999,311,
1B,zh-cn,CA,BC_CB,1.2,1.2,316,
1B,zh-cn,CA,BC_CB,1.2,1.5,297,
1B,zh-cn,CA,BC_CB,1.2,1.8,238,
1B,zh-cn,CA,BC_CB,1.5,0.3,270,
1B,zh-cn,CA,BC_CB,1.5,0.6,304,
1B,zh-cn,CA,BC_CB,1.5,0.8999999999999999,303,
1B,zh-cn,CA,BC_CB,1.5,1.2,291,
1B,zh-cn,CA,BC_CB,1.5,1.5,279,
1B,zh-cn,CA,BC_CB,1.5,1.8,233,
1B,zh-cn,CA,BC_CB,1.8,0.3,247,
1B,zh-cn,CA,BC_CB,1.8,0.6,280,
1B,zh-cn,CA,BC_CB,1.8,0.8999999999999999,288,
1B,zh-cn,CA,BC_CB,1.8,1.2,280,
1B,zh-cn,CA,BC_CB,1.8,1.5,261,
1B,zh-cn,CA,BC_CB,1.8,1.8,225,
1B,zh-cn,CA,BC_CB,2.1,0.3,228,
1B,zh-cn,CA,BC_CB,2.1,0.6,248,
1B,zh-cn,CA,BC_CB,2.1,0.8999999999999999,256,
1B,zh-cn,CA,BC_CB,2.1,1.2,248,
1B,zh-cn,CA,BC_CB,2.1,1.5,237,
1B,zh-cn,CA,BC_CB,2.1,1.8,217,
1B,zh-cn,CA,BC_CB,2.4,0.3,212,
1B,zh-cn,CA,BC_CB,2.4,0.6,216,
1B,zh-cn,CA,BC_CB,2.4,0.8999999999999999,219,
1B,zh-cn,CA,BC_CB,2.4,1.2,221,
1B,zh-cn,CA,BC_CB,2.4,1.5,218,
1B,zh-cn,CA,BC_CB,2.4,1.8,217,
1B,zh-cn,CA,BC_CB,2.7,0.3,214,
1B,zh-cn,CA,BC_CB,2.7,0.6,207,
1B,zh-cn,CA,BC_CB,2.7,0.8999999999999999,211,
1B,zh-cn,CA,BC_CB,2.7,1.2,211,
1B,zh-cn,CA,BC_CB,2.7,1.5,216,
1B,zh-cn,CA,BC_CB,2.7,1.8,214,
1B,zh-cn,CA,BC_CB,3.0,0.3,211,
1B,zh-cn,CA,BC_CB,3.0,0.6,207,
1B,zh-cn,CA,BC_CB,3.0,0.8999999999999999,208,
1B,zh-cn,CA,BC_CB,3.0,1.2,212,
1B,zh-cn,CA,BC_CB,3.0,1.5,211,
1B,zh-cn,CA,BC_CB,3.0,1.8,213,
1B,zh-cn,CA,BC_CB,0.7,1.0,309,
1B,zh-cn,CA,BC_CB,0.7,1.1,310,
1B,zh-cn,CA,BC_CB,0.7,1.2000000000000002,309,
1B,zh-cn,CA,BC_CB,0.7,1.3000000000000005,313,
1B,zh-cn,CA,BC_CB,0.7,1.4000000000000004,314,
1B,zh-cn,CA,BC_CB,0.7999999999999999,1.0,327,
1B,zh-cn,CA,BC_CB,0.7999999999999999,1.1,325,
1B,zh-cn,CA,BC_CB,0.7999999999999999,1.2000000000000002,316,
1B,zh-cn,CA,BC_CB,0.7999999999999999,1.3000000000000005,313,
1B,zh-cn,CA,BC_CB,0.7999999999999999,1.4000000000000004,312,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.0,324,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.1,327,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.3000000000000005,318,
1B,zh-cn,CA,BC_CB,0.8999999999999999,1.4000000000000004,314,
1B,zh-cn,CA,BC_CB,1.0,1.0,322,
1B,zh-cn,CA,BC_CB,1.0,1.1,325,
1B,zh-cn,CA,BC_CB,1.0,1.2000000000000002,324,
1B,zh-cn,CA,BC_CB,1.0,1.3000000000000005,325,
1B,zh-cn,CA,BC_CB,1.0,1.4000000000000004,318,
1B,zh-cn,CA,BC_CB,1.1,1.0,318,
1B,zh-cn,CA,BC_CB,1.1,1.1,321,
1B,zh-cn,CA,BC_CB,1.1,1.2000000000000002,323,
1B,zh-cn,CA,BC_CB,1.1,1.3000000000000005,319,
1B,zh-cn,CA,BC_CB,1.1,1.4000000000000004,308,
